"","PROPERTY.GROUP","last_violation","gap","n_serious_violations_year","n_evictions","last_year_serious","n_serious_violations","ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","SSA","LATITUDE","LONGITUDE","LOCATION","street","serious","violation_year"
"45",1655,"2023-08-03",NA,13,128,"2023-08-03",74,1804840,"2006-12-28","2006-12-11","CN015062","OPEN",NA,"OBSTRUCTIONS IN EXIT WAY",NA,"SOUTH ELEVATION: PADLOCK & CHAINED ON GATE AND DUMPSTERS BLOCKING EXIT FROM REAR PORCHES","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00871",1409336,"FAILED","N","PERIODIC","CONSERVATION","300 N CENTRAL AVE",300,"N","CENTRAL","AVE",NA,41.885791525,-87.765206168,"(41.885791525409736, -87.76520616833677)","N CENTRAL AVE","Y",2006
"46",1663,"2022-04-13",NA,11,52,"2022-04-13",35,1909013,"2007-03-07","2007-02-20","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"143 AND 145 PORCHES (NORTH) MISSING JOIST HANGERS MISSING BOLTS IN STRINGERS AGAINST THE WALL ON BOTH PORCHES OBTAIN REPAIR PERMIT PLANS NOT REQUIRED.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00254",1852160,"FAILED","N","PERIODIC","CONSERVATION","137 N MASON AVE",137,"N","MASON","AVE",NA,41.883306562,-87.773179934,"(41.88330656197358, -87.77317993389836)","N MASON AVE","Y",2007
"47",1664,"2023-03-01",NA,10,10,"2023-03-01",35,1484977,"2007-02-07","2006-03-15","CN103015","COMPLIED","2007-01-31","REPAIR FLOOR",NA,"FOYER-BROKEN FLOOR TILES @ 235 ENTRANCE","Failed to maintain floor free from holes and wide cracks and free from loose, warped, protruding or rotting floor boards.  (13-196-540(a) and (b))","BL00831",1508043,"FAILED","N","PERIODIC","CONSERVATION","233 N MASON AVE",233,"N","MASON","AVE",NA,41.885102833,-87.773237795,"(41.88510283288112, -87.77323779516125)","N MASON AVE","Y",2006
"48",1674,"2023-07-17",NA,4,55,"2023-07-17",10,3852959,"2017-12-21","2011-05-12","CN101015","COMPLIED","2017-12-20","REPAIR INTERIOR WALLS/CEILING","INTERIOR:002 :371443","FRONT STAIRWAY AT 1ST AND 2ND, WALLS DRYWALL HAS HOLES.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL01001",10274177,"FAILED","N","PERIODIC","CONSERVATION","148 N MAYFIELD AVE",148,"N","MAYFIELD","AVE",NA,41.88363584,-87.772052642,"(41.88363584043627, -87.77205264211287)","N MAYFIELD AVE","Y",2011
"49",1678,"2021-08-24",NA,4,16,"2021-08-24",5,1713946,"2007-02-09","2006-10-16","CN132016","COMPLIED","2007-02-08","HEAT UNIT ADEQUATELY",NA,"NO HEAT","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00951",1581094,"PASSED","N","COMPLAINT","CONSERVATION","310 N MENARD AVE",310,"N","MENARD","AVE",NA,41.886014858,-87.770108584,"(41.88601485767736, -87.77010858386996)","N MENARD AVE","Y",2006
"50",1684,"2023-02-21",NA,15,27,"2023-02-21",83,1544616,"2007-08-22","2006-08-05","CN015062","COMPLIED","2007-07-16","OBSTRUCTIONS IN EXIT WAY",NA,"5651 REAR PORCH GARBAGE CANS AND GARBAGE AT ALL LEVELS INHIBITING EGRESS.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00900",1526168,"PASSED","N","PERIODIC","CONSERVATION","52 N PARKSIDE AVE",52,"N","PARKSIDE","AVE",NA,41.88176656,-87.766706252,"(41.88176655951383, -87.76670625156768)","N PARKSIDE AVE","Y",2006
"51",1685,"2023-08-08",NA,10,48,"2023-08-08",68,1692954,"2006-10-06","2006-09-01","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"SR06-01604777   BROKEN TREADS 1ST AND 3RD, 5652 CRACK TREADS, AND DECKING BOARDS, DECKING BOARDS LOOSE, ALL PORCHES FOOTING AT COLUMNS TOO LOW","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00812",1413316,"FAILED","N","PERIODIC","CONSERVATION","100 N PARKSIDE AVE",100,"N","PARKSIDE","AVE",NA,41.882314703,-87.76672579,"(41.88231470299501, -87.76672579038012)","N PARKSIDE AVE","Y",2006
"52",1686,"2021-10-20",NA,11,60,"2021-10-20",47,1601085,"2008-01-28","2006-08-15","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS",NA,"1ST REAR, STAIRWAY BROKEN PANE ALSO AT GRADE REAR STAIR AND SOUTH ELEVATION AT GRADE, SOUTH AT 2ND CRACK PANE","Replace broken, missing or defective window panes. (13-196-550 A)","BL00738",2157956,"FAILED","N","PERIODIC","CONSERVATION","114 N PARKSIDE AVE",114,"N","PARKSIDE","AVE",NA,41.882746722,-87.766741993,"(41.882746722194874, -87.7667419934825)","N PARKSIDE AVE","Y",2006
"53",1689,"2023-08-23",NA,9,11,"2023-08-23",38,1739802,"2006-11-07","2006-11-02","CN132016","OPEN",NA,"HEAT UNIT ADEQUATELY",NA,"44-N 3RD FLOOR APARTMENT TEMPERATURE 63 DEGREE","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00944",1592743,"FAILED","N","COMPLAINT","CONSERVATION","42 N WALLER AVE",42,"N","WALLER","AVE",NA,41.88145129,-87.768315027,"(41.88145128961297, -87.76831502735345)","N WALLER AVE","Y",2006
"54",1690,"2023-04-17",NA,10,28,"2023-04-17",38,2101819,"2008-12-23","2007-06-26","CN104015","COMPLIED","2008-10-07","REPLCE WINDOW PANES, PLEXGLAS",NA,"BROKEN AND BOARDED WINDOW PANES 3RD FRONT 5729.","Replace broken, missing or defective window panes. (13-196-550 A)","BL00883",1942001,"FAILED","N","PERIODIC","CONSERVATION","5723 W WASHINGTON BLVD",5723,"W","WASHINGTON","BLVD",NA,41.882066766,-87.769222145,"(41.88206676639088, -87.769222144527)","W WASHINGTON BLVD","Y",2007
"55",1698,"2020-12-15",NA,7,25,"2020-12-15",31,2302903,"2008-07-01","2007-10-23","CN067014","COMPLIED","2008-06-04","REPAIR ROOF",NA,"5726 ROOF HATCH MISSING","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL00804",2028153,"FAILED","N","PERIODIC","CONSERVATION","5716 W WASHINGTON BLVD",5716,"W","WASHINGTON","BLVD",NA,41.882289902,-87.76896791,"(41.88228990208359, -87.76896791005862)","W WASHINGTON BLVD","Y",2007
"56",1722,"2022-01-25",NA,5,29,"2022-01-25",22,1793172,"2008-07-23","2006-08-04","CN015062","COMPLIED","2008-07-01","OBSTRUCTIONS IN EXIT WAY",NA,"NORTH UPPER GARAGE EXIT DOOR: BLOCKED BY PARKED CAR","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL01004",1975024,"FAILED","N","PERIODIC","CONSERVATION","151 N MICHIGAN AVE",151,"N","MICHIGAN","AVE",NA,41.884540111,-87.624308522,"(41.88454011059238, -87.62430852246028)","N MICHIGAN AVE","Y",2006
"57",1825,"2023-05-15",NA,4,3,"2023-05-15",6,2294759,"2007-11-23","2007-10-17","CN141016","OPEN",NA,"STOP SMOKE, NOXIOUS ODORS",NA,"P2 MECHANICAL ROOM-NOXIOUS ODORS","Stop noxious odors from permeating dwelling or premises. (7-28-060, 13-196-630)","BL00740",1766290,"FAILED","N","PERIODIC","CONSERVATION","320 N MICHIGAN AVE",320,"N","MICHIGAN","AVE",NA,41.887290706,-87.624695283,"(41.88729070630988, -87.62469528319721)","N MICHIGAN AVE","Y",2007
"58",1875,"2022-10-29",NA,6,94,"2022-10-29",10,4935517,"2015-12-03","2014-11-24","CN197019","COMPLIED","2015-07-07","INSTALL SMOKE DETECTORS",NA,"ADD SMOKE DETECTORS IN ALL STORAGE ROOMS IN BOTH TOWERS.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00903",11379161,"PASSED","N","COMPLAINT","CONSERVATION","300 N STATE ST",300,"N","STATE","ST",NA,41.887557873,-87.628153065,"(41.88755787281287, -87.62815306467208)","N STATE ST","Y",2014
"59",1938,"2023-09-14",NA,4,0,"2023-09-14",6,3333839,"2011-12-15","2009-11-25","CN015062","COMPLIED","2011-08-31","OBSTRUCTIONS IN EXIT WAY","ALL STAIRWELLS,HALLWAYS,EACH FLOOR","PROVIDE CLEAR EXIT PATH","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00729",10001122,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","22 W HUBBARD ST",22,"W","HUBBARD","ST",NA,41.890161366,-87.628849242,"(41.89016136574744, -87.62884924184334)","W HUBBARD ST","Y",2009
"60",2036,"2021-08-23",NA,4,0,"2021-08-23",8,1680429,"2006-09-29","2006-09-20","EL0023","OPEN",NA,"INSTALL COVERS",NA,"INSTALL COVERS TO JUNCTION BOXES IN BASEMENT","Install cover on outlet or junction box. (18-27-370.25)","555313",1567652,"FAILED","N","COMPLAINT","ELECTRICAL","1135 W CHICAGO AVE",1135,"W","CHICAGO","AVE",29,41.896134116,-87.6565956,"(41.89613411564767, -87.65659560017667)","W CHICAGO AVE","Y",2006
"61",2055,"2023-01-20",NA,5,1,"2023-01-20",11,5361857,"2016-03-30","2016-03-30","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :","NORTH ELEVATION - SEVERAL BROKEN GLASS BLOCKS.","Replace broken, missing or defective window panes. (13-196-550 A)","BL01004",9955981,"FAILED","N","PERIODIC","CONSERVATION","1151 W GRAND AVE",1151,"W","GRAND","AVE",NA,41.890978507,-87.656628377,"(41.890978506544734, -87.65662837719071)","W GRAND AVE","Y",2016
"62",2214,"2022-12-09",NA,4,2,"2022-12-09",11,1951545,"2007-09-11","2007-03-29","CN070014","COMPLIED","2007-08-15","REPAIR EXTERIOR STAIR",NA,"EXTERIOR STAIRS AT GARAGE ROOF: IMPROPER HAND AND GUARD RAILS","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00746",1765163,"FAILED","N","PERIODIC","CONSERVATION","1376 W GRAND AVE",1376,"W","GRAND","AVE",NA,41.891140609,-87.662035453,"(41.891140608692865, -87.66203545339368)","W GRAND AVE","Y",2007
"63",2483,"2023-12-02",NA,7,15,"2023-12-02",73,1295413,"2006-04-21","2006-01-18","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","MODIFY","REAR PORCH 3146 STRINGER AND RAILS MISSING ANCHOR BOLTS 4X4 POSTS SUPPORTING CENTER OF PORCH, RAILS LOOSE, PORCH AT REAR LEDGER MISSING ANCHOR BOLTS, MISSING RISERS, COLUMN MISSING ANCHOR BOLTS, STRINGER SCABBED ROOF OVER HANG ROTTED WOOD","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00812",1425269,"FAILED","N","PERIODIC","CONSERVATION","3146 W FRANKLIN BLVD",3146,"W","FRANKLIN","BLVD",NA,41.890186757,-87.705810486,"(41.89018675702048, -87.70581048639252)","W FRANKLIN BLVD","Y",2006
"64",2490,"2023-08-22",NA,7,6,"2023-08-22",25,5824067,"2017-09-11","2017-09-11","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :","REAR ELEVATION, AT SECOND FLOOR REAR EXTERIOR WALKWAY- BROKEN SASH.","Replace broken, missing or defective window panes. (13-196-550 A)","BL00708",12326219,"FAILED","N","COMPLAINT","CONSERVATION","3357 W CHICAGO AVE",3357,"W","CHICAGO","AVE",63,41.895398773,-87.711216305,"(41.89539877332381, -87.71121630512987)","W CHICAGO AVE","Y",2017
"65",2493,"2022-09-06",NA,6,75,"2022-09-06",16,2019287,"2009-02-18","2007-03-15","CN197087","COMPLIED","2008-11-12","CARB MONOX DETECT IN RESID",NA,"SR#07-00312918  ALL LAUNDRY ROOMS: MISSING CO2 DETECTORS","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL00275",2313715,"PASSED","N","PERIODIC","CONSERVATION","440 N DRAKE AVE",440,"N","DRAKE","AVE",NA,41.889447781,-87.715067029,"(41.889447781090986, -87.71506702948652)","N DRAKE AVE","Y",2007
"66",2499,"2021-05-01",NA,6,6,"2021-05-01",22,3355010,"2010-01-04","2010-01-04","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","EXTERIOR:E   :","REAR PORCH WITH MISSING PICKETS AT FIRST LANDING (GUARD RAIL); FIRE CHARRED 2 BY 8 JOIST UNDER FIRST LANDING; FIRE CHARRED DECKBOARD  AT FIRST LANDING.OBTAIN REPAIR PERMIT.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00496",2851391,"FAILED","N","COMPLAINT","CONSERVATION","525 N HOMAN AVE",525,"N","HOMAN","AVE",NA,41.891022832,-87.711155854,"(41.8910228319181, -87.71115585424573)","N HOMAN AVE","Y",2010
"67",2527,"2023-07-26",NA,8,13,"2023-07-26",55,1367532,"2006-04-27","2006-04-07","CN074024","OPEN",NA,"PROVIDE GUARD RAIL 42 IN HIGH",NA,"EAST SYAIRS TO BASEMENT NO GUARDRAIL - 6-9"" FALL","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","BL00738",1399539,"FAILED","N","PERIODIC","CONSERVATION","617 N CICERO AVE",617,"N","CICERO","AVE",NA,41.891920489,-87.745551471,"(41.891920489019896, -87.74555147140606)","N CICERO AVE","Y",2006
"68",2528,"2021-11-13",NA,8,11,"2021-11-13",35,2048656,"2008-03-31","2007-05-22","CN074024","COMPLIED","2008-03-25","PROVIDE GUARD RAIL 42 IN HIGH","INSPBL01002","MISSING GUARD RAIL AT THE BASEMENT STAIRS OPENING.","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","BL01002",1426352,"FAILED","N","PERIODIC","CONSERVATION","633 N CICERO AVE",633,"N","CICERO","AVE",NA,41.89231802,-87.745568721,"(41.89231802030073, -87.74556872149367)","N CICERO AVE","Y",2007
"69",2537,"2021-04-29",NA,5,2,"2021-04-29",21,3872513,"2011-05-27","2011-05-10","CN101015","OPEN",NA,"REPAIR INTERIOR WALLS/CEILING",NA,"720-24 INTERIOR STAIRS,LOOSE PLASTER 3RD FLOOR CEILING","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00947",10281766,"FAILED","N","COMPLAINT","CONSERVATION","4805 W SUPERIOR ST",4805,"W","SUPERIOR","ST",NA,41.893940978,-87.74604848,"(41.893940978221245, -87.74604848045655)","W SUPERIOR ST","Y",2011
"70",2542,"2022-09-14",NA,9,2,"2022-09-14",35,1781817,"2006-12-08","2006-11-28","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"SOME ROTTED TONGUE & GROOVE DECKING AT 435, REAR PORCH, REPLACE OLD WOOD, PERMIT REQUIRED","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00690",1611508,"CLOSED","N","PERIODIC","CONSERVATION","431 N CENTRAL AVE",431,"N","CENTRAL","AVE",NA,41.888687985,-87.765008117,"(41.888687984534386, -87.7650081169857)","N CENTRAL AVE","Y",2006
"71",2543,"2022-12-29",NA,14,355,"2022-12-29",71,1330491,"2006-08-14","2006-02-28","CN101015","COMPLIED","2006-07-13","REPAIR INTERIOR WALLS/CEILING",NA,"REAR STAIRWAY 1 TO 2 THERE A ONE FOOT X 2"" HOLE IN THE WALL NEEDS IMMEDIATE REPAIR","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00812",1449984,"FAILED","N","PERIODIC","CONSERVATION","501 N CENTRAL AVE",501,"N","CENTRAL","AVE",NA,41.889383638,-87.765038653,"(41.889383638320616, -87.76503865254902)","N CENTRAL AVE","Y",2006
"72",2545,"2023-06-06",NA,4,18,"2023-06-06",22,4840995,"2014-08-14","2014-08-14","CN062024","OPEN",NA,"PARAPET","EXTERIOR:S   :","SOUTH ELEVATION/ PARAPET WALL- FRACTURED MASONRY, WITH WASHED OUT MORTAR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL01039",10713598,"FAILED","N","PERIODIC","CONSERVATION","701 N CENTRAL AVE",701,"N","CENTRAL","AVE",NA,41.893025001,-87.765175892,"(41.89302500138711, -87.76517589159057)","N CENTRAL AVE","Y",2014
"73",2553,"2021-06-02",NA,5,21,"2021-06-02",31,3631020,"2011-01-10","2010-10-06","CN015062","COMPLIED","2011-01-06","OBSTRUCTIONS IN EXIT WAY","EXTERIOR:E   :EAST, AND WEST. BL00740","VARIOUS REAR DOORS, WITH BURGLAR BARS.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00947",2769158,"FAILED","N","PERIODIC","CONSERVATION","5440 W FERDINAND ST",5440,"W","FERDINAND","ST",NA,41.888997211,-87.76191046,"(41.88899721139487, -87.76191046009737)","W FERDINAND ST","Y",2010
"74",2567,"2021-05-07",NA,8,51,"2021-05-07",23,1574180,"2007-08-28","2006-01-04","PL169017","COMPLIED","2007-08-17","REMOVE STAGNANT WATER BSMT",NA,"STANDING WATER DRAIN AT EAST ENTRANCE.","Remove sewage and stagnant water from basement and correct cause. (13-196-580 A, 7-28-060)","BL00662",1889076,"FAILED","N","PERIODIC","CONSERVATION","542 N PINE AVE",542,"N","PINE","AVE",NA,41.89014671,-87.763526279,"(41.89014670990882, -87.76352627874282)","N PINE AVE","Y",2006
"75",2571,"2023-04-17",NA,6,37,"2023-04-17",42,1357513,"2007-07-26","2006-01-27","CN106015","COMPLIED","2007-07-11","REPAIR INTERIOR STAIR SYSTEM",NA,"5959-61 FOYER STAIRS-LOOSE RAILING ALSO 5963-65 AND 5967-69/5967-69 FOYER STAIRS TO 1-OPEN RISER MISSING MARBLE AND WEAK FLOORING AT 1","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00662",1460856,"FAILED","N","PERIODIC","CONSERVATION","447 N AUSTIN BLVD",447,"N","AUSTIN","BLVD",NA,41.888560621,-87.774780899,"(41.88856062067181, -87.7747808994974)","N AUSTIN BLVD","Y",2006
"76",2574,"2022-07-06",NA,10,33,"2022-07-06",31,4570190,"2013-10-10","2013-10-10","CN132046","OPEN",NA,"SAFE WORKING CONDITIONS","INTERIOR:003 :","5966 W SUPERIOR 3RD FLOOR KITCHEN RADIATOR VALVE LEAKING.","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","BL00722",11015818,"FAILED","N","COMPLAINT","CONSERVATION","5966 W SUPERIOR ST",5966,"W","SUPERIOR","ST",NA,41.893914566,-87.774884537,"(41.89391456595094, -87.7748845368562)","W SUPERIOR ST","Y",2013
"77",2584,"2022-12-24",NA,9,78,"2022-12-24",40,2739531,"2008-10-22","2008-09-09","CN134036","OPEN",NA,"RAT PROOF OPENINGS",NA,"OPENINGS AROUND PIPES LAUNDRY ROOMS ALL RADITORS INT STORES APT 641 RADIATORS PIPES","Close openings around pipes with rat proof materials. (7-28-660)","BL00748",1574191,"FAILED","N","PERIODIC","CONSERVATION","5860 W LAKE ST",5860,"W","LAKE","ST",NA,41.888034541,-87.771659611,"(41.88803454071277, -87.77165961124939)","W LAKE ST","Y",2008
"78",2586,"2023-09-16",NA,11,32,"2023-09-16",48,2888185,"2009-01-06","2009-01-06","CN046013","OPEN",NA,"UNAPPROVED HEATING DEVICE","741 N. 3RD FL.","USING  COOKING STOVE AS HEATING DEVICE.","Stop using cooking or water heating device as heating device. (13-196-400)","BL00254",2421761,"FAILED","N","COMPLAINT","CONSERVATION","5848 W SUPERIOR ST",5848,"W","SUPERIOR","ST",NA,41.893940336,-87.772075737,"(41.8939403357187, -87.77207573705284)","W SUPERIOR ST","Y",2009
"79",2589,"2021-09-13",NA,9,20,"2021-09-13",64,1673909,"2007-08-28","2006-08-15","CN106015","COMPLIED","2007-08-16","REPAIR INTERIOR STAIR SYSTEM",NA,"5714, INTERIOR STAIR: LOOSE RAILS, MISSING BALUSTERS FROM GRADE TO 3RD FLOOR; 5710:MISSING PICKETS","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00662",1565196,"FAILED","N","PERIODIC","CONSERVATION","546 N WALLER AVE",546,"N","WALLER","AVE",NA,41.890358016,-87.767925258,"(41.890358016242864, -87.76792525814679)","N WALLER AVE","Y",2006
"80",2686,"2023-05-19",NA,5,191,"2023-05-19",7,6958889,"2023-06-13","2023-05-19","PL154027","COMPLIED","2023-06-12","SUPPLY HOT WTR MIN TEMP 120DEG",NA,"HOT WATER MINIMUM 120 DEGREES AT LAVATORY - MAX TEMPERATURE 140 DEGREES - THROUGHOUT","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","CN00043",14098006,"PASSED","N","COMPLAINT","PLUMBING","10 E ONTARIO ST",10,"E","ONTARIO","ST",NA,41.893388867,-87.627702401,"(41.89338886697453, -87.62770240071154)","E ONTARIO ST","Y",2023
"81",2739,"2021-07-15",NA,4,0,"2021-07-15",10,4196407,"2012-06-08","2012-06-08","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS","OTHER   :    :","BASEMENT - SMOKE DETECTOR - MISSING.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL01037",10290429,"FAILED","N","PERIODIC","CONSERVATION","233 E ONTARIO ST",233,"E","ONTARIO","ST",NA,41.893265149,-87.62181212,"(41.8932651489868, -87.62181212015325)","E ONTARIO ST","Y",2012
"82",2969,"2023-08-18",NA,5,44,"2023-08-18",7,1994261,"2007-05-03","2007-04-20","PL154027","OPEN",NA,"SUPPLY HOT WTR MIN TEMP 120DEG",NA,"PROVIDE ADEQUATE HOT WATER WITH MINIMUM TEMPERATURE OF 120 DEGREES F (18-29-607.1)","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00829",1888503,"FAILED","N","COMPLAINT","PLUMBING","21 E CHESTNUT ST",21,"E","CHESTNUT","ST",NA,41.898227095,-87.627310783,"(41.898227095018186, -87.62731078276174)","E CHESTNUT ST","Y",2007
